fid,id,open_date,name,location,lat,lon,threat,tags,commodity,measure_skim,measure_shore,measure_bio,measure_disperse,measure_burn,max_ptl_release_gallons,posts,description
774,5017,1991/07/22,"F/V Tenyo Maru; Neah Bay, Washington","Neah Bay, Washington",48.4667,-125.3,,,"Intermediate fuel oil, diesel oil, lube oil, bilge oil, fish oil",,,,,,361000,113,"At approximately 0815 on July  22, 1991, the fish processor vessel Tenyo Maru and the Chinese freighter Tuo Hai collided in the Pacific Ocean, approximately 20 miles west of Cape Flattery, Washington, and 20 miles south of Vancouver Island, British Columbia, Canada.  Ten to fifteen minutes after the collision, the Tenyo Maru sank in an estimated 350 feet of water.  The Tenyo Maru, carrying 6,500 barrels of intermediate fuel oil, 2,166 barrels of diesel oil, and some quantity of lube, bilge and fish oils, began leaking oil shortly after it sank.  There were conflicting reports of the weather at the time of the collision, several reports claiming that the weather was clear, while others maintained that it was foggy.The incident occurred in Canadian waters very near the Canadian/United States boundary.  The Canadian Coast Guard (CCG) and the United States Coast Guard (USCG) implemented the Canadian/U. S. Joint Marine Pollution Contingency Plan.  Since the spill occurred in Canadian waters, the CCG took the lead role in coordinating the spill response.  Ultimately, the majority of shoreline oiling occurred in the United States.  The USCG federalized the U.S. cleanup effort, accessing funding through the Oil Spill Liability Trust Fund, on July 30 when the owner of the Tenyo Maru discontinued funding the cleanup.The Tenyo Maru continued to leak oil after it sank, with the largest amount released shortly after the sinking.  Response to the incident continued into late August.  The bulk of the response effort was scaled down by August 29, as the amount of oil being released from the sunken vessel on a daily basis had reduced significantly.  The Canadian and U.S. Coast Guard planned to monitor the spill site for at least another month with regularly scheduled overflights and beach surveys as warranted.  USCG district 13.  Keyword: Collision, remotely operated vehicle (ROV), boom, skimmer, suction operations, International Bird Rescue Research Center (IBRRC), pompoms, sorbents, manual removal, sinking.."
830,6608,1988/08/24,"IRKUTSK/OCEAN FAME; Cape Flattery, Washington","Cape Flattery, Washington",48.4434,-125.628,,,Marine diesel,,,,,,2000,3,"At 0630 on August 24, 1988, the Russian fishing trawler IRKUTSK and the Panamanian freighter OCEAN FAME collided 56 miles off Cape Flattery, Washington.  Both vessels sustained damage which included a ruptured fuel tank on the IRKUTSK that resulted in a 2,000-gallon spill of marine diesel.  Neither vessel sustained enough damage to be in danger of sinking.  USCG district 13."
2745,6208,1970/02/04,"Arrow; Nova Scotia, Canada","Nova Scotia, Canada",45.4667,-61.1,Oil,Grounding,Bunker C Oil,,,,1,1,3470000,7,"On February 4, 1970, at 0935, the steam tanker Arrow ran hard aground on Cerberus Rock in Chedabucto Bay off the coast of Nova Scotia, Canada.  The vessel had been traveling off course at nearly full speed when the grounding occurred.  The Arrow broke into two pieces on February 12, spilling between 77,000 and 82,500 barrels of Bunker C Oil into the  waters of the bay.  Visibility at the time of the grounding was between five and six miles, water temperatures were very cold and there was ice in the bays and inlets.  There were high winds and seas at the time of the spill.  This worked to spread the oil into Chedabucto Bay, and the oil eventually impacted approximately 300 kilometers of the bay's shoreline.  "
2566,6506,1987/10/10,"YUM II/Zapoteca; Campeche, Gulf of Mexico","Campeche, Gulf of Mexico",18.8,-92.5833,,,Light crude oil,,,,,1,,8,"On October 10, 1987, the YUM II, a Mexican exploratory oil well located approximately 20 miles northwest of Ciudad del Carmen in the Bay of Campeche under the Zapoteca rig, experienced a blowout and fire.  Apparently, a blowout preventer (BOP) valve malfunction caused the initial blowout.  Although the BOP had successfully shut the annulus between the drill pipe and well casing, the blind rams failed to shear through the drill pipe that was still in the well casing.  Therefore, oil and gas flowed out of the well, up the drill pipe, and onto the platform where it ignited.  The oil discharge increased after the escaping gas and oil forced the drill pipe out of the well.  The initial fire was extinguished by October 17.  As of October 28, the well was still spewing out a yellow gas/crude mix  60-100 feet in the air.  The owners of the well, Petroleos Mexicanos (PEMEX), and the Mexican Navy participated in cleanup operations.  The well was finally ""killed"" on November 30.  Even though the incident site was 600 miles from Texas, the slick could have traveled in a northerly direction to reach United States waters depending on the duration of the spill.  Accordingly, the USCG Marine Safety Office (MSO) at Corpus Christi, Texas, was notified of the incident on October 13.  Verification and correct information were not received until October 16.  Even though USCG assistance was refused, the USCG conducted overflights of the area every other day until the well was capped to track the spill response and the movement of the oil.  Reports of cleanup activities from the Mexican authorities were infrequent and largely erroneous.  Daily reports from the Mexican Embassy to USCG Headquarters in Washington, D.C. were not available when promised.  USCG district 8.  Keyword: Boom, fire, skimmers, bulldozers, blowout preventer, blowout.."
2661,9067,1985/09/05,"Seen in Brownville, Texas; Brownsville, Texas","Brownsville, Texas",22.258405,-97.801048,Oil,,,,,,,,,0,"Seek in Brownsville, Texas. Helo pilot for oil company reported seeing ""fresh"" oil off coast and in bays and inlet along Mexican side of board on the heavy concentration at the mouth of the Panuco River(empties into tampico Bay)"
2611,6358,1986/04/27,"Texaco Storage Tank; Bahia Las Minas, Panama","Bahia Las Minas, Panama",9.66667,-79.0833,,,"Venezuelan crude, Mexican Isthmanian crude",,,,1,,5880000,8,"On April 27, 1986, a Texaco storage tank at a refinery near Isla Payardi, Panama, ruptured, releasing approximately 240,000 barrels of medium-weight crude oil.  Some of the oil was contained within dikes at the facility.  Approximately 140,000 barrels of oil flooded through a dike and overflowed separators and a retaining lagoon and flowed into Bahia Cativa.  Refinery personnel reported that a total of 60,000 barrels of oil were recovered.  It is not known how much of this recovered oil was from the sea.  Keyword: Skimmer, vacuum truck, Corexit 9527, pressure washing, reoiling, manual removal.."
2747,6205,1968/12/13,"Witwater; Galeta Island, Canal Zone, Panama","Galeta Island, Canal Zone, Panama",9.58333,-80.6667,Oil,Collision,"Diesel, Bunker C",,,,,1,588000,6,"On December 13, 1968, the oil tanker Witwater broke up in heavy seas off the Atlantic coast of Panama.  The breakup of the vessel, and continued leaking of the wreck spilled 14,000 barrels of Bunker C and diesel oil into the water 5 miles from Galeta Island.  The oil eventually impacted Galeta Island.  Keyword: Fire."
1148,10186,2020/10/16,"TS Nabarima-Off Venezuela; Venezuela",Venezuela,10.24714,-62.15061,Oil,,light crude,,,,,,,0,"On 16 Oct 2020, NOAA was asked by the US National Response Team to provide trajectory, resources at risk, and fate information in the event of a spill from the tanker Nabarima, a floating storage and offloading unit (FSO), moored in the Gulf of Paria between Venezuela and Trinidad. At this point, a release has not occurred (to our knowledge). The vessel has an estimated 1.1 million barrels of light crude oil aboard."
2467,6794,1991/03/06,"M/B VESTA BELLA; Barbuda, Trinidad","Barbuda, Trinidad",10.3273,-60.9244,,,#6 fuel oil,,,,1,,560000,95,"On March 6, 1991, the motor barge VESTA BELLA, containing 560,000 gallons of #6 fuel oil, sank about 30 miles southeast of Barbuda, Trinidad. Oil was seen bubbling up from the sunken barge; U.S. Coast Guard (USCG) overflight observers reported a slick containing patches of sheen with some brown areas extending 15 by 5 nautical miles.  USCG district 7."
2738,6219,1973/08/08,"Trinimar Marine Well 327; Gulf of Paria, Venezuela","Gulf of Paria, Venezuela",10.5,-62,,,Venezuelan crude oil,,,,1,,,4,"On the afternoon of August 8, 1973, the Trinimar Marine Well 327 blew out.  Oil spilled from the well at a rate of 2,000 barrels per day until August 12 when the well sanded up.  Keyword: Shell Dispersant L.T., International Tanker Owners Pollution Federation (ITOPF), blowout.."
1329,9671,2017/09/20,"M/V Ferrel; Vieques, Puerto Rico","Vieques, Puerto Rico",18.13086,-65.28095,Oil,,,,,,,,,0,"On September 19, 2017, the Motor Vessel Ferrel capsized during Hurricane Maria and later washed ashore on the western end of Vieques Island, Puerto Rico. An estimated 3,600 gallons of diesel remain onboard. Plans are now underway to remove fuel from the vessel."
1331,9576,2017/09/19,"Hurricane Maria; USVI and Puerto Rico",USVI and Puerto Rico,18.1173769695,-65.670277141,Other,,,,,,,,,0,"On September 19, 2017, at 5:00 p.m. EDT, Major Hurricane Maria is currently a potentially catastrophic Category 5 Hurricane located approximately 85 miles southeast of St. Croix, moving west-northwest at 10 mph. Some fluctuations in intensity are likely during next day or two but Maria is forecast to remain an extremely dangerous Category 4 or 5 Hurricane until in moves near or over the Virgin Islands and Puerto Rico. Hurricane Force winds extend outward up to 35 miles and Tropical Storm-Force winds extend outward up to 140 miles. This Hotline is being established as a location for information for all OR&R activities associated with preparation and response to Hurricane Maria."
1403,9343,2016/08/17,"Ferry Caribbean Fantasy; San Juan, Puerto Rico","San Juan, Puerto Rico",18.4828923511,-66.1364936829,Oil,,Passenger & car ferry / cruise ship,,,,,,263718,1,"On August 17, 2016, at 1040 local time, the ferry Caribbean Fantasy was reported on fire outside San Juan bay in Puerto Rico.  A major search and rescue effort is underway with approximately 500 passengers on board. Position is reported as 18 degrees. 28 min. 36.50 sec north 066 degrees. 10 min. 15.48 sec. West.  USCG reports 6279 bbl of #6 fuel oil and assorted container cargo. NOAA support has been requested for modeling and resources at risk."
1514,8825,2014/09/23,"42ft. Vessel collision/sinking; 9 mi ENE of Vieques, PR","9 mi ENE of Vieques, PR",18.1833333333,-65.1166666667,Oil,Collision,Diesel fuel,,,,,,250,0,"On September 21, 2014, a 42' pleasure craft sank 9 miles ENE of Vieques Island, Puerto Rico. The pleasure craft sank with a maximum capcity of 250 gallons of diesel fuel and 2 gallons of lube oil in approximately 129 ft of water. The USCG Sector San Juan contacted NOAA ERD at 1120ET to request fate and trajectory analysis."
1568,8616,2013/06/23,"aircraft crash Dorado Beach, Puerto Rico; near shoreline at Dorado Beach, Puerto Rico","near shoreline at Dorado Beach, Puerto Rico",18.4736666667,-66.2501666667,Oil,Search + Rescue,100 octane avgas,,,,,,30,0,"small single engine aircraft crashed near shoreline early afternoon 23 June 2013 at Dorado Beach, Puerto Rico.  Reported fuel onboard was 30 gallons of 100 octane avgas.  PRDNER reports plane is on a reef and pilot was taken to hospital.  USCG investigators are enroute to scene. NMFS, PRDNER and USFWS have been notified."
1572,8588,2013/04/25,"Mystery slick off Puerto  Rico; 6 miles off SW corner of Puerto Rico",6 miles off SW corner of Puerto Rico,17.9116666667,-67.3033333333,Oil,Mystery Substance,"May or may not be oil, brown with no sheen",,,,,,,0,"At about 1600 ADT on April 25th, an overflight reported a 12 mile slick oriented N to S and about 5-6 miles off the SW tip of Puerto Rico.  Reported coordinates are 17d 54.7'N by 67d 18.2'W for the northern tip, and 17d 43.6'N by 67d 18.2' W.Photos show a brown substance in the water with no sheen.  Winds were 5 - knots.   "
1629,8322,2011/05/31,"CFS PAMPLONA; Barceloneta, PR","Barceloneta, PR",18.55,-66.5616666667,Oil,Collision,,,,,,,,0,"Sector San Juan on 31May11 reports CFS PAMPLONA, 475' container ship drifting 2 miles north of Barceloneta, PR. Vsl carrying 75 metric tonnes of diesel; swells 3-4', winds from NE, calm seas.  Spill trajectory requested."
1639,8256,2010/10/12,"M/V CSL METIS; Guayama, Puerto Rico","Guayama, Puerto Rico",17.9198,-66.1573,Oil,Grounding,#6 Fuel Oil,,,,,,270000,0,"We received a report that the M/V CSL METIS (7926162) went aground while approaching the AES Facility in Guayama.  The approximate location was 17-55.19N 066-09.44W. The vessel was pulled off via tug boats prior to receiving the report.  It is a dry bulk vessel carrying coal, but it has approximately 270K gallons of #6 Fuel Oil on board.  No indication of pollution at this point."
1661,8164,2009/12/15,"LNG Carrier Matthew - Coral Grounding; Guayanilla, PR","Guayanilla, PR",17.9608,-66.7581,Other,Coral|Grounding,,,,,,,,36,"This morning at 0605 EST DARRP was notified by USCG Sector San Juan that the 920' LNG Carrier Matthew grounded on a reef while in bound to Guayanilla, PR at approximately 0500EST.   The vessel's starboard bow was reported as aground.  While CG was establishing an IC and activated salvage teams the the vessel was able to free herself by transferring ballast and bunker fuel aft.  Three tugs were also on hand to assist.  CG reported the vessel was free 0812EST.   We have a NOAA contractor enroute to catch up with the CG investigators as well as to do an initial reef survey."
1672,8134,2009/10/27,"Port Stewart; Yabacoa, Puerto Rico","Yabacoa, Puerto Rico",18.045,-65.8048,,,HFO,,,,,,0,12,"On October 27, 2009 an oil tank ship went aground near buoy number two inbound to the Shell facility in Port Stewart, Puerto Rico.  The vessel only remained aground for an hour or less. Fuel was transferred and vessel refloated and continued inbound to the pier."
1874,7689,2007/08/30,"Mystery oil slick-south coast of PR; Guanica-Bahia de Guayanilla, Puerto Rico","Guanica-Bahia de Guayanilla, Puerto Rico",17.9325,-66.8438,Oil,Mystery Substance,"Unknown oil, but included weathered tarballs and lighter diesel like fractions",,,,,,11500,278,"Starting on August 30th,2007, USCG Sector San Juan began receiving various reports of tarballs and oil slicks in the area of Guanico-Bahia de Guayanilla, Puerto Rico. One oil slick was reported at 0900 local time at Lat/Lon N 17deg 55.95', W 066deg 50.63' as 1 mile offshore. Other various sightings offshore of the southern coast of PR were subsequently reported. Tarballs were reported on beaches as early as 1030 local time the same day. USCG requested a NOAA SSC to respond on-scene to provide scientific support. "
1916,6155,2007/01/31,"Mona Passage Mystery Spill; Dominican Republic and Puerto Rico",Dominican Republic and Puerto Rico,18.3833,-67.7,Oil,,,,,,,,,6,"On January 31, 2007, 1330 PST, NOAA ERD was notified of an apparent mystery spill in Mona Passage between Puerto Rico and the Dominican Republic.  The USCG has received reports of a 52 mile long slick (width unknown) extending from approximately 6 miles south of Isla Selona on the SE corner of the Dominican Republic to 12 miles north of Mona Island in the middle of Mona Passage.  The substance was described as a heavy black oil with a fringing sheen. USCG is sending an aircraft and vessel to the site to investigate and collect samples.  USCG requested weather, an initial trajectory, and potential for landfall in US."
1954,6080,2006/04/27,"T/V  Margara; Tallaboa, Puerto Rico","Tallaboa, Puerto Rico",17.95,-66.7267,Oil,Grounding,#6 HFO,,,,,,13000000,22,Double bottom Tank Vessel Maragara is hard aground outside Guayanilla Port with over 308000 Bbls of #6 fuel oil on board. 
1975,1314,2005/11/21,"T/V Sperchious; Bahia de Guayanilla, Puerto Rico","Bahia de Guayanilla, Puerto Rico",17.9607,-66.7683,Oil,Grounding,#6 fuel oil,,,,,,13400000,19,"On 11/21/05 at 0730 local time the T/V Sperchious grounded on the south coast of Puerto Rico, outside Bahia de Guayanilla. The vessel is not leaking at this time. The vessel has a cargo of 50K metric tons or 13.4M gallons of #6 fuel oil."
1990,1288,2005/06/10,"MV Sea Astride; Cabo Rojo, PR","Cabo Rojo, PR",17.984,-67.2227,Oil,Grounding,"diesel, lube oil",,,,,,2250,9,"During the evening of June 9, 2005 the M/V Sea Astride, a 150 foot Haitian coastal freighter was adrift with no power and taking on water 3/4 miles off Cabo Rojo, Puerto Rico.  The vessel grounded at 17-59.04N, 067-13.365W in 12-15 feet of water.  The vessel remained firmly aground and water entered the vessel's engine room.  No pollution has been observed outside of the hull.The vessel is reported to have 2000 gallons of diesel and 250 gallons of lubeoil on board.NOAA provided trajectory, weather, oil fate, and resources atrisk information for the incident.  NOAA coordinated with local resource managers and divers to evaluate potential risk to area natural resources.On 13 July the vessel had been refloated and taken into port in San Juan.  Approval to sink the vessel offshore was requested and approved (after most pollution removed. On 26 August 2005, the vessel was towed to deep water and scuttled 12-15 nm northeast of San Juan."
2063,1101,2003/09/18,"M/V Kent Reliant Grounded; Entrance San Juan Harbor, PR","Entrance San Juan Harbor, PR",18.4742,-66.1338,Oil,Grounding,IFO-180,,,,,,50000,29,M/V Kent Reliant runs aground. No pollutions released. Refloated Oct 3 2003. 
2182,7447,1999/11/18,"MV S. Zakariadze; San Juan Harbor, Puerto Rico","San Juan Harbor, Puerto Rico",18.4402,-66.1006,,Grounding,"fuel oil, lube oil",,,,,,510000,132,"At 0930, 18 November 1999, the cement carrier M/V Sergo Zakariadze ran aground at the entrance to San Juan Harbor, Puerto Rico.  The actual amount of fuel and lube oil onboard is unknown, however the vessel's fuel oil capacity is 480,000 gallons and lube oil capacity  is 30,000 gallons.  At this time, it is not known if the vessel is leaking petroleum product.  No sheens have been reported.  The vessel has sustained hull damage to three ballast tanks and the engine room.  The vessel is currently exposed to eight foot seas and is being pushed against the rocks.  There are three tugs made fast at this time.  USCG district 7."
2183,5125,1999/10/20,"JP5 Spill; Naval Air Station Roosevelt Roads, Cieba, Puerto Rico","Naval Air Station Roosevelt Roads, Cieba, Puerto Rico",18.225,-65.625,Oil,,JP-5 fuel,,,,,,100000,24,"On Oct. 20  the SSC was informed of a 100,000 gallon JP-5 fuel spill at the Naval Air Station Roosevelt Roads, Cieba PR in approximate position 18 13.5 N   065 37.5 W.  The cause of the spill is suspected to be a misaligned valve at the pump station.  MSO San Juan is on scene monitoring Naval Spill Response Team operations.  Booms and sand bags have been placed in an attempt to prevent fuel from reaching Ensenada Harbor.  Clean up operations are ongoing and are concentrated in a mangrove forest.  It is estimated that 1.5 square miles of mangroves have been affected so far.  USCG district 7."
2231,7337,1998/09/21,"Hurricane Georges; Puerto Rico",Puerto Rico,18.4588,-66.07,,Hurricane,various,,,,,,,58,"NOAA SSC and information management support from GenWest was requested on scene by USCG FOSC from MSO San Juan.  MSO San Juan is currently involved in several responses actions as a result of Hurricane Georges impact on the island.  These response actions included a pipeline break where 5,000-7,000  gals. of fuel oil entered an area of mangroves.  Reportedly Puerto Rico DNER and the Army Corps of Engineers have issued permits to allow cleaning in the mangrove areas.  Additionally a dry docked vessel broke free during the storm and sank in the middle of San Juan harbor.  This vessel has 250 tons of IFO 180, and 30 tons of lube oil aboard.  Also a U. S. Customs vessel with 5000 gals of diesel aboard is grounded on shore.  At Roosevelt Roads a Navy vessel is partially submerged with 2000 gals of diesel and 200 gals. of lube oil.  An aircraft is down in an inaccessible area near the San Juan Airport with 600 gals. of aviation fuel and hydraulic aboard.  USCG district 7.  Keyword: bioremediation, potential spill, salvage."
2235,7331,1998/09/08,"M/V Author; Ponce, Puerto Rico","Ponce, Puerto Rico",17.9383,-66.6267,,,"Diesel, heavy fuel oil",,,,,,4800000,6,"On September 8, 1998, the container ship M/V Author was hard aground on the south coast of Puerto Rico near Ponce.  Onboard were 414 metric tons of diesel and 1979 metric tons of heavy fuel oil.  No product was released when the grounding occurred.   The vessel grounded approximately 1.5 miles off shore of very sensitive mangrove islands and shoreline.  Winds were east at 10 knots, seas 2 to 3 feet.  USCG district 7.  Keyword: Corexit 9500."
2236,7332,1998/09/08,"MV Author; Ponce, Puerto Rico","Ponce, Puerto Rico",17.9383,-66.6267,,,diesel and heavy fuel,,,,,,4790000,31,"The NOAA SSC was contacted at 0940 Central time this morning and was notified that the container ship M/V Author was hard aground on the south coast of Puerto Rico near Ponce.  Position is 17 degrees 56.3 minutes North, 066 degrees 37.6 minutes West.  It was reported that 414 metric tonnes of diesel and 1979 metric tonnes of heavy fuel oil are on-board.  No product is reported to be in the water.  The vessel is approximately 1.5 miles off shore.  Winds are east at 10 kts, seas 2-3 feet.  The MSO has requested resources-at-risk and trajectory information.  It is expected that a SSC will be going on-scene.  USCG district 7."
2251,7307,1998/06/21,"MT Kapitan Egora; Guayanilla harbor, Puerto Rico","Guayanilla harbor, Puerto Rico",17.9617,-66.766,,,#6 fuel oil,,,,,,298000,25,"At apprxomiately 6:30 PM Eastern Time today the M/T Kapitan Egora ran aground in Puerto Rico at Guayanilla Harbor near Bouy #1 at the location of 17 deg. 57.7 min. N and 066 deg. 45.96 W.  The vessel is 206 meters long and is carrying 298,000 gallons of #6 fuel oil.  There is no reported spillage at this point; only that the vessel is hard aground.  US Coast Guard personnel are en route.  NOAA Hazmat is providing trajectory and resources at risk information at this time.  USCG district 1."
2252,7306,1998/06/21,"M/T Kapitan Egorov; Guayanilla Harbor, Puerto Rico","Guayanilla Harbor, Puerto Rico",17.9617,-66.766,,,#6 fuel oil and IFO,,,,,,298000,6,"At approximately 6:30 PM  on June 21, 1998, the M/T Kapitan Egorov ran hard aground in Puerto Rico at Guayanilla Harbor near Buoy #1.  The 206-meter vessel was carrying 298,000 gallons of #6 fuel oil.  USCG district 7.  Keyword: bioremediation, boom, dispersant, ground-truth, in-situ burning, potential spill, salvage, snare."
2257,7298,1998/05/29,"Barge Domar #6502; Aguirre, Puerto Rico","Aguirre, Puerto Rico",17.9317,-66.265,,,#2 fuel oil,,,,,,2310000,9,"The T/B Domar 6502, a single hull and bottom vessel ran aground off the south east coast of Puerto Rico at approximately 1400 (2PM local time).  The vessel's position is 17 degrees, 55.9 minutes north and 066 degrees, 15.9 minutes west. near the town of Aguirre which is approximately 25 miles east of Ponce.  The vessel is approximately 1000 yards offshore in about 17 feet of water.  The bottom is reportedly sand.The barge is reportedly carrying 55,000 barrels of #6 fuel oil with a specific gravity of .852 and viscosity of 3 cs @ 100 degrees F.On scene weather reported by MSO San Juan at 1700 local is winds 045/19 mph; seas 2 ft with a 4 foot swell.; barometer is 29.90.NOAA HazMat has been asked to provide trajectory and resources at risk information as well as a weather forecast, ADIOS oil fate information, tide information, and a preliminary evaluation of dispersant and in-situ burn countermeasure use in the event of a release.  USCG district 7."
2275,7271,1998/02/23,"Caribbean Gulf Facility Catano; Catano, Puerto Rico","Catano, Puerto Rico",18.4333,-66.1083,,,jet fuel,,,,,,84000,7,"On February 23, 1998, a security guard at the Caribbean Gulf Refinery facility reported oil in the water.  Initially the amount was thought to be 2000 barrels of diesel fuel.  The source, as determined by USCG personnel, was a below-ground pipeline.  Boom was placed across a nearby canal where oil was seeping, containing most of the oil.  The T/S Dion, unloading just before the incident, was also boomed.A USCG helicopter overflight on February 23 determined that all the product was contained in the booms.  Sorbent pads and two vacuum trucks were used in the canal to recover discharged oil.  Samples of the spilled oil spilled from the pipeline and the T/S Dion were collected.  Visual inspection indicated noticeable differences between the two.  Two trenches were dug to act as collection points significantly increasing the efficiency of the trucks.  USCG district 7.  Keyword: boom, vacuum truck, sorbent pads."
2320,7180,1997/01/16,"Mystery Spill - San Juan Harbor; Isla Grande, Puerto Rico","Isla Grande, Puerto Rico",18.45,-66.1167,,,heavy fuel oil,,,1,1,1,3000,15,"At 0725 on January 15, 1998, a harbor master reported a slick in San Juan Harbor.  Initially the amount of oil was estimated to be 500 gallons of heavy fuel oil, type unknown; the source of the spill was also unknown.  The USCG investigated and determined that the slick was 1/4 to 1/3 mile long and the amount of oil in the water was about 3000 gallons.  The slick was fragmented and contained large patches of oil 15 to 20 feet in diameter, but it was not sheening significantly.  Throughout the morning, the slick moved little, but was drifting to the southwest, being pushed by northeasterly winds.  USCG district 7.  Keyword: skimmers."
2367,7069,1994/12/05,"T/S El Guanuco; Guayanilla, Puerto Rico","Guayanilla, Puerto Rico",17.9833,-66.75,,,asphalt,,,,,,3670000,9,"On December 5, 1994, a Venezuelan tanker carrying 87,480 barrels of asphalt ran aground three miles off the coast of Guayanilla, Puerto Rico just southeast of the entrance to Guayanilla Bay.  The vessel was resting on soft bottom so that the risk of a major spill was relatively small.  Precautions were taken, however, due to the potential for extensive environmental impact and the difficulty in responding to this heavy product.  The USCG arranged for a lightering vessel to arrive by week's end.  However, by December 8, swells in the area had increased; large swell hit the ship broadside and refloated it without incident.  USCG district 7.  Keyword: potential spill."
2404,5034,1994/01/07,"BARGE MORRIS J. BERMAN; San Juan, Puerto Rico","San Juan, Puerto Rico",18.4717,-66.09,,,# 6 fuel oil,,,,1,,,130,"On January 7, 1994, the barge Morris J. Berman went aground in the surf zone off Escambron Beach in San Juan, Puerto Rico.  The barge grounded on a hard bottom consisting of rocky substrate with scattered coral after its towing cable parted.The barge had a capacity of three million gallons but was reportedly only half full.  The cargo, a heavy #6 fuel oil, began spilling and impacted nearby shoreline and shallow intertidal habitats immediately.  No estimated leakage rate was available.  Due to strong northerly winds, the surf at the grounding site was quite strong creating a hazardous situation as they pounded the deck of the vessel. The responsible party initially assumed responsibility for the spill, but very quickly expended the ten million dollar limit of their insurance policy.  Full federal funding of the spill occurred at 0600 on January 14 and it became a United States Coast Guard (USCG) directed response.The USCG Gulf Strike Team (GST) was brought onscene and immediately began lightering operations for the barge.  Skimming and lightering operations were effective and removed an estimated 17,700 barrels of oil from the water and leaking barge.  Shoreline cleanup and assessment began almost immediately.  Little progress was made however due to continued leaking of fresh oil from the barge.  Cleaned areas became re-oiled and areas not yet cleaned became more heavily impacted.  Protection strategies were employed for areas at risk that were not yet oiled.  Intensive shoreline cleanup was postponed for the most heavily impacted areas until the sources of re-oiling could be stopped.  Two shallow lagoons near the grounding site were most heavily impacted.  Oil, in the form of large mats, accumulated on the surface and on the bottom of the lagoons.  Submerged oil posed a major cleanup problem during the response.  It was eventually partially removed by divers, vacuum transfer units, and a dredge.  Waste and oily water from dredging operations were collected and separated in a series of swimming pools arranged to decant and filter the effluent from the dredge before returning the filtered water to the sea. On January 15, the barge was refloated, towed to a scuttling site 20 miles northeast of San Juan, and sunk.  This operation was carefully reviewed by the Federal On-Scene Coordinator (FOSC), Navy Superintendent of Salvage (SUPSALV), the GST, and NOAA.  The Regional Response Team (RRT) was consulted and on-scene trustee representatives were given an opportunity to discuss the operation and voice their concerns.  It was agreed by all that the sinking of the barge was the best alternative.  Continued re-oiling of the nearshore environment from the unrecoverable oil left onboard was delaying cleanup and preventing resource recovery.  Resource concerns offshore were minimal and it was hoped that the amount of residual oil left on the barge when it sank would be small and have little impact.  Shorelines at risk from any oil released during the scuttling operations were predicted to be on northwestern Puerto Rico, Mona Island, and Hispaniola.Shoreline cleaning continued in earnest and was more successful with the barge removed.  Surface and buried oil along sand beaches was removed following cleanup guidelines.  Beachrock, riprap, and seawalls were cleaned with pressure washing and chemical cleaners as approved.  Some inaccessible areas were left to clean naturally.  Cleanup guidelines for oiled historical structures were developed and approved by trustees through the Heritage Resource Team.  These structures and resources were then cleaned according to those guidelines.On February 3, oil impacts along northwestern Puerto Rico were reported.  A convergence zone at the northwest corner of the island concentrated debris and oil still being released from the scuttled barge.  Impacts were primarily along 12 miles of shoreline, from Isabella to Borinquen.  This oil was buried as oily sand layers and submerged as oil and sand mats in the protected areas or crenulate bays.  A separate command post was established on the west end of the island and assessments and cleanup operations began immediately.  Crews removed the stranded oil quickly to prevent additional burial.  Cleanup efforts were intensified in this area to minimize risks to nesting sea turtles, whose arrival was imminent. All necessary cleanup guidelines and inspection criteria were in place by mid-February.  With the exception of nearshore reef fish and benthic organisms near the barge's grounding site, there were very few impacts to biological resources.   Seagrasses were oiled near the grounding site.  Very few birds were affected and no substantiated reports of spill related mortalities to reptiles or mammals were received.  The impacted shoreline was divided into 18 shoreline segments or zones.  Most of these zones were cleaned and inspected following the ""how clean is clean"" guidelines, and approved by the FOSC by April 4.  All other zones were signed off by April 25, with the exception of zone 18, which was completed on May 27.  Once approved as clean, each zone entered a monitoring and maintenance phase to address any additional oiling that may occur.  USCG district 7.  Keyword: endangered species, bioremediation."
